id,label
1,0.9972646832466125
10,0.07240265607833862
100,0.08305153250694275
1000,0.998712956905365
10000,0.9117743968963623
10001,0.052502453327178955
10002,0.2602291703224182
10003,0.9994754791259766
10004,0.7552154064178467
10005,0.08923596143722534
10006,0.24578115344047546
10007,0.02429753541946411
10008,0.061210423707962036
10009,0.01635041832923889
1001,0.008977442979812622
10010,0.9980373382568359
10011,0.32168048620224
10012,0.11173617839813232
10013,0.06093665957450867
10014,0.45401158928871155
10015,0.9986476898193359
10016,0.6038427948951721
10017,0.007386654615402222
10018,0.09212946891784668
10019,0.0016967058181762695
1002,0.9961960315704346
10020,0.2672591805458069
10021,0.012858331203460693
10022,0.9889168739318848
10023,0.956357479095459
10024,0.8011450171470642
10025,0.8983287215232849
10026,0.9935963749885559
10027,0.9999589323997498
10028,0.405666321516037
10029,0.7925401926040649
1003,0.9999754428863525
10030,0.9992347955703735
10031,0.003568410873413086
10032,0.4880768656730652
10033,0.1705857515335083
10034,0.603053629398346
10035,0.07186457514762878
10036,0.9992457628250122
10037,0.5285760164260864
10038,0.9159955978393555
10039,0.9998236894607544
1004,0.9984225034713745
10040,0.026594340801239014
10041,0.9950573444366455
10042,0.8293466567993164
10043,0.9995888471603394
10044,0.07451987266540527
10045,0.9838438034057617
10046,0.9114225506782532
10047,0.9793812036514282
10048,0.9853087067604065
10049,0.04073306918144226
1005,0.020409703254699707
10050,0.1463267207145691
10051,0.023459941148757935
10052,0.32205942273139954
10053,0.962678074836731
10054,0.02101704478263855
10055,0.0021642446517944336
10056,0.9955974817276001
10057,0.09723934531211853
10058,0.8709110617637634
10059,0.5396052002906799
1006,0.9989140033721924
10060,0.9545339345932007
10061,0.0014916658401489258
10062,0.19233441352844238
10063,0.9357519745826721
10064,0.9727809429168701
10065,0.3567740321159363
10066,0.13778841495513916
10067,0.30305302143096924
10068,0.1706559658050537
10069,0.013884514570236206
1007,0.9956522583961487
10070,0.6921044588088989
10071,0.008444935083389282
10072,0.09474939107894897
10073,0.9919846057891846
10074,0.22353297472000122
10075,0.36514413356781006
10076,0.5235075950622559
10077,0.22031253576278687
10078,0.9997287392616272
10079,0.008980661630630493
1008,0.07023423910140991
